"Tweet Id","Tweet URL","Tweet Posted Time","Tweet Content","Tweet Type",Client,"Retweets Received","Likes Received","Tweet Location","Tweet Language","User  Id",Name,Username,"User Bio","Verified or Non-Verified","Profile URL","User Followers","User Following","User Account Creation Date"
"""1493522526839914497""",https://twitter.com/MarciaC89111861/status/1493522526839914497,"15-Feb-2022 09:48:13","""RT @AndreaCoventry: 5*s! ""Couldn’t put it down!!""

Check out ANNIE JONES AND THE ANIMAL SANCTUARY: ANNIE MEETS MOLLY by Tami L. Colby
https…""",ReTweet,"""Twitter Web App""",15,0,"North Devon",English,"""1267877538170310656""","Marcia Clayton",MarciaC89111861,"""Author of historical romance books set in Devon. I also love gardening, walking, floral art and family history. #writingcommunity #writing #gardening #flowers""",Non-Verified,https://twitter.com/MarciaC89111861,3361,3141,"02-Jun-2020 17:55:52"
"""1493522485605765133""",https://twitter.com/HertsMercury/status/1493522485605765133,"15-Feb-2022 09:48:03","""One shopper said 'Where can you buy these?' #aff

https://t.co/9W1f4u6LYg""",Tweet,"""TweetDeck""",0,0,Hertfordshire,English,"""44328786""","Herts Live",HertsMercury,"""News, features, what's on, sport and everything else you love about Hertfordshire.""",Verified,https://twitter.com/HertsMercury,23721,5096,"03-Jun-2009 09:42:54"
"""1493522463065620482""",https://twitter.com/MarciaC89111861/status/1493522463065620482,"15-Feb-2022 09:47:58","""RT @AndreaCoventry: It's the second part of Annie's story! And yes, the puggle is back.

ANNIE JONES AND THE ANIMAL SANCTUARY PART TWO: JER…""",ReTweet,"""Twitter Web App""",15,0,"North Devon",English,"""1267877538170310656""","Marcia Clayton",MarciaC89111861,"""Author of historical romance books set in Devon. I also love gardening, walking, floral art and family history. #writingcommunity #writing #gardening #flowers""",Non-Verified,https://twitter.com/MarciaC89111861,3361,3141,"02-Jun-2020 17:55:52"
"""1493520965074096128""",https://twitter.com/MSOSecurity/status/1493520965074096128,"15-Feb-2022 09:42:01","""Protecting kids, family and elderly can be challenging. With technology today, keeping them safe is easier than you may think. Find out more at Making Sense of Security. #kids #family #protect #security #phone #aff https://t.co/yyqpxe8i40 https://t.co/FDwIM2MffS""",Tweet,"""Loomly""",0,0,"United States",English,"""609599902""",MSOSecurity,MSOSecurity,"""https://t.co/xIEweuHVvr: Making Sense of Security. Securing Your Digital World. Follow us!""",Non-Verified,https://twitter.com/MSOSecurity,146,286,"16-Jun-2012 01:48:03"
"""1493520903548063744""",https://twitter.com/AFFPresse/status/1493520903548063744,"15-Feb-2022 09:41:46","""AFF U23 Championship 2022 - Thailand in training ahead of their match against Singapore tomorrow evening at the Prince Stadium at 1900hrs.

#AFF
#AFFU23 https://t.co/tCQTMSfdMd""",Tweet,"""Twitter for Android""",3,7,,English,"""799662328828440577""","ASEAN Football",AFFPresse,"""Official Twitter for ASEAN Football Federation""",Non-Verified,https://twitter.com/AFFPresse,10951,57,"18-Nov-2016 17:15:31"
"""1493520164242878464""",https://twitter.com/snowmottori/status/1493520164242878464,"15-Feb-2022 09:38:50","""RT @MAFF_JAPAN: 全国有数の #あんこう の水揚げを誇る #下関 では、ユニークなあんこうレシピが続々と生まれています。
写真は「あんこうのコッペサンド」。
タレが染みたあんこうのフライとパンは、見るからに相性抜群。
ホットドックに目がない私、一度食べてみたい。…""",ReTweet,"""Twitter for iPad""",35,0,,Japanese,"""3428131754""",もっちょ,snowmottori,"""妖怪・イノモケ、博物館、生き物、ガチャ、食品サンプル、食べるの大好き。""",Non-Verified,https://twitter.com/snowmottori,2204,217,"02-Sep-2015 17:38:29"
"""1493520084072951811""",https://twitter.com/seol_gongchan/status/1493520084072951811,"15-Feb-2022 09:38:30","""RT @AFFPresse: AFF U23 Championship 2022 - UPDATED FIXTURES

#AFF
#AFFU23 https://t.co/lxHtsjmVNz""",ReTweet,"""TweetDeck""",17,0,"Ville de Manille, Région Capit",English,"""52304004""","Aeron Valderrama ):)",seol_gongchan,"""Sports fan/writer, learner, frustrated chemist, web designer, polyglot, singer ✊ 
⬜ @TiebreakerTimes ⬜ 
Main 🔑 || OhmNon CrisDrea CrisRalph || BrightWin AlEian""",Non-Verified,https://twitter.com/seol_gongchan,3247,669,"30-Jun-2009 04:34:34"
"""1493519693852057601""",https://twitter.com/resdvil447/status/1493519693852057601,"15-Feb-2022 09:36:57","""🛑 Link Live Streaming
15 Februari 2022 

➖Piala AFF U23➖
Match   : Malaysia vs Myanmar
Kick-off (GMT+7)  : 16.00 WIB
Link Streaming  : https://t.co/cUToVmRpHG

#AFFU23 
#aff 
#Malaysia 
#MalaysiaBoleh 
#Myanmar""",Tweet,"""Twitter Web App""",0,1,"Jawa Timur, Indonesia",English,"""2175654721""",sulaimi,resdvil447,"""""",Non-Verified,https://twitter.com/resdvil447,123,338,"05-Nov-2013 08:35:50"
"""1493519564067708928""",https://twitter.com/hyousen/status/1493519564067708928,"15-Feb-2022 09:36:26","""RT @MAFF_JAPAN: 全国有数の #あんこう の水揚げを誇る #下関 では、ユニークなあんこうレシピが続々と生まれています。
写真は「あんこうのコッペサンド」。
タレが染みたあんこうのフライとパンは、見るからに相性抜群。
ホットドックに目がない私、一度食べてみたい。…""",ReTweet,"""Twitter Web App""",35,0,千葉県,Japanese,"""66991131""",氷厘亭氷泉,hyousen,"""■絵をかいたり。ものつくったり。■https://t.co/f1X3tMF9qV■明治の脳神経■画像 百鬼夜行絵巻の赤い妖怪（だっちょ）■ #和漢百魅缶 #妖界東西新聞 毎日更新中■13,29日は妖怪仝友会『大佐用』公開■『日本怪異妖怪事典 関東』／『列伝体 妖怪学前史』本屋さんで探して買ってね""",Non-Verified,https://twitter.com/hyousen,5430,2382,"19-Aug-2009 12:51:56"
"""1493519213419323393""",https://twitter.com/vukovich1/status/1493519213419323393,"15-Feb-2022 09:35:03","""RT @MAFF_JAPAN: そして、あんこうと並んで冬に食べたくなる魚介類と言えば、 #牡蠣 ！
明日公開の #aff は、全国有数の牡蠣の産地、#広島県 の牡蠣の養殖現場に密着します。
牡蠣を育む豊かな海を守るための知られざる取り組みとは？
#チョコもいいけど魚介類もね…""",ReTweet,"""Twitter for Android""",24,0,東京都練馬区/多摩市,Japanese,"""275517235""",ブコ,vukovich1,"""放課後プレイと妖怪・単眼大好きな44歳児。飯テロ、R18なネタ・イラストが流れる事がありますので、フォローの際はご注意を！※バトンの類はお受けしておりません。あしからず。""",Non-Verified,https://twitter.com/vukovich1,524,499,"01-Apr-2011 12:48:39"
"""1493519183803342848""",https://twitter.com/vukovich1/status/1493519183803342848,"15-Feb-2022 09:34:56","""RT @MAFF_JAPAN: 全国有数の #あんこう の水揚げを誇る #下関 では、ユニークなあんこうレシピが続々と生まれています。
写真は「あんこうのコッペサンド」。
タレが染みたあんこうのフライとパンは、見るからに相性抜群。
ホットドックに目がない私、一度食べてみたい。…""",ReTweet,"""Twitter for Android""",35,0,東京都練馬区/多摩市,Japanese,"""275517235""",ブコ,vukovich1,"""放課後プレイと妖怪・単眼大好きな44歳児。飯テロ、R18なネタ・イラストが流れる事がありますので、フォローの際はご注意を！※バトンの類はお受けしておりません。あしからず。""",Non-Verified,https://twitter.com/vukovich1,524,499,"01-Apr-2011 12:48:39"
"""1493516523930931200""",https://twitter.com/torikoshi_anx/status/1493516523930931200,"15-Feb-2022 09:24:22","""RT @cashirisama: 交付決定が下り、実績報告が済んだ翌々月に「リハーサルの経費は直前3回までを助成対象とする」という、要項のどこにも書かれていない謎ルールを後出しじゃんけんで出してくる #AFF 事務局。どうなってるの？""",ReTweet,"""Twitter for iPhone""",6,0,東京,Japanese,"""121790873""",川口典成,torikoshi_anx,"""最近はドナルカ・パッカーンという演劇企画の主宰。資本主義／新自由主義リアリズム演劇によってこの世界を再現しようと試みています。""",Non-Verified,https://twitter.com/torikoshi_anx,763,1746,"10-Mar-2010 16:00:50"
"""1493516099266445315""",https://twitter.com/theo78/status/1493516099266445315,"15-Feb-2022 09:22:40","""RT @AFFPresse: AFF U23 Championship 2022 - UPDATED FIXTURES

#AFF
#AFFU23 https://t.co/lxHtsjmVNz""",ReTweet,"""Twitter for Android""",17,0,"I strike everywhere. 🙂",English,"""25024449""","☕Theodore P. Jurado☕",theo78,"""The voice of reason. Loves throwback music (90s and early 2K). Present stuff too! I represent the Jurados! 🙂""",Non-Verified,https://twitter.com/theo78,9131,4487,"18-Mar-2009 04:00:04"
"""1493514090186436611""",https://twitter.com/bolasepako/status/1493514090186436611,"15-Feb-2022 09:14:41","""RT @AFFPresse: AFF U23 Championship 2022 - UPDATED FIXTURES

#AFF
#AFFU23 https://t.co/lxHtsjmVNz""",ReTweet,"""Twitter for Android""",17,0,singapore,English,"""282141420""","BoLASEPaKO.com ⚽🏃💨🇸🇬",bolasepako,"""Tweet mainly on Singapore Football - #SGPL, #SPL and #sgfootball . RT or FAV of tweet is not necessary an endorsement of any form.""",Non-Verified,https://twitter.com/bolasepako,1169,585,"14-Apr-2011 16:39:31"
"""1493513221109854210""",https://twitter.com/AFFPresse/status/1493513221109854210,"15-Feb-2022 09:11:14","""AFF U23 Championship 2022 - UPDATED FIXTURES

#AFF
#AFFU23 https://t.co/lxHtsjmVNz""",Tweet,"""Twitter for Android""",17,42,,English,"""799662328828440577""","ASEAN Football",AFFPresse,"""Official Twitter for ASEAN Football Federation""",Non-Verified,https://twitter.com/AFFPresse,10951,57,"18-Nov-2016 17:15:31"
"""1493512145329278978""",https://twitter.com/terrermine_g8/status/1493512145329278978,"15-Feb-2022 09:06:58","""RT @MAFF_JAPAN: そして、あんこうと並んで冬に食べたくなる魚介類と言えば、 #牡蠣 ！
明日公開の #aff は、全国有数の牡蠣の産地、#広島県 の牡蠣の養殖現場に密着します。
牡蠣を育む豊かな海を守るための知られざる取り組みとは？
#チョコもいいけど魚介類もね…""",ReTweet,"""Twitter Web App""",24,0,武蔵国,Japanese,"""91087108""",寺峰権八_34x32_アルパカさんチーム_⋈,terrermine_g8,"""地雷屋　SGT PANCAKE　春風組/自転車　牧鉄「ARIAカンパニのゴンドラ Specie Speranza」大洗片道自走（1日最長145km）　BROMPTON「早乙女主水之介」他　超級瀕脚/J57+MN-T25/R1-Z　KSR-II/重機　重車両/Panzerlied　ガルパン/落語//まとめ お断り致し〼""",Non-Verified,https://twitter.com/terrermine_g8,126,369,"19-Nov-2009 11:39:12"
"""1493512133752999940""",https://twitter.com/terrermine_g8/status/1493512133752999940,"15-Feb-2022 09:06:55","""RT @MAFF_JAPAN: 全国有数の #あんこう の水揚げを誇る #下関 では、ユニークなあんこうレシピが続々と生まれています。
写真は「あんこうのコッペサンド」。
タレが染みたあんこうのフライとパンは、見るからに相性抜群。
ホットドックに目がない私、一度食べてみたい。…""",ReTweet,"""Twitter Web App""",35,0,武蔵国,Japanese,"""91087108""",寺峰権八_34x32_アルパカさんチーム_⋈,terrermine_g8,"""地雷屋　SGT PANCAKE　春風組/自転車　牧鉄「ARIAカンパニのゴンドラ Specie Speranza」大洗片道自走（1日最長145km）　BROMPTON「早乙女主水之介」他　超級瀕脚/J57+MN-T25/R1-Z　KSR-II/重機　重車両/Panzerlied　ガルパン/落語//まとめ お断り致し〼""",Non-Verified,https://twitter.com/terrermine_g8,126,369,"19-Nov-2009 11:39:12"
"""1493508577574768640""",https://twitter.com/Autopista_GMA/status/1493508577574768640,"15-Feb-2022 08:52:47","""#AFF - Tránsito lento sentido Centro a la altura de Altamira. 06:42pm #TrafficCenter https://t.co/XroJjnHl95""",Tweet,"""IFTTT""",0,0,"Caracas, Venezuela",Spanish,"""160922154""","Autopista Gran Mariscal de Ayacucho - #AGMA",Autopista_GMA,"""La Autopista Gran Mariscal de Ayacucho es una importante arteria vial que comunica a la ciudad de Caracas con la Región Nor-Oriental de Venezuela.""",Non-Verified,https://twitter.com/Autopista_GMA,1171,120,"29-Jun-2010 13:38:03"
"""1493508567328034822""",https://twitter.com/Autopista_GMA/status/1493508567328034822,"15-Feb-2022 08:52:45","""#AFF / #AGCG - Tránsito lento sentido Centro desde El Dist. Los Ruices hasta superar Altamira; sentido Este, sin inconvenientes. 02:00pm #TrafficCenter 

📽️ @JQuinteroFm https://t.co/3NZlJYDDP5""",Tweet,"""IFTTT""",0,0,"Caracas, Venezuela",Spanish,"""160922154""","Autopista Gran Mariscal de Ayacucho - #AGMA",Autopista_GMA,"""La Autopista Gran Mariscal de Ayacucho es una importante arteria vial que comunica a la ciudad de Caracas con la Región Nor-Oriental de Venezuela.""",Non-Verified,https://twitter.com/Autopista_GMA,1171,120,"29-Jun-2010 13:38:03"
"""1493507247325913089""",https://twitter.com/miya_space/status/1493507247325913089,"15-Feb-2022 08:47:30","""RT @MAFF_JAPAN: そして、あんこうと並んで冬に食べたくなる魚介類と言えば、 #牡蠣 ！
明日公開の #aff は、全国有数の牡蠣の産地、#広島県 の牡蠣の養殖現場に密着します。
牡蠣を育む豊かな海を守るための知られざる取り組みとは？
#チョコもいいけど魚介類もね…""",ReTweet,"""TweetDeck""",24,0,東京,Japanese,"""136988573""",miya_p,miya_space,"""宇宙開発、科学技術、写真、歴史、動物、特撮、音楽について主につぶやいてます。博物館や美術館巡りも好き。""",Non-Verified,https://twitter.com/miya_space,2191,201,"25-Apr-2010 13:20:34"
"""1493507229806632961""",https://twitter.com/masijakimkai/status/1493507229806632961,"15-Feb-2022 08:47:26","""RT @BrightMinho: ทุกโค้นนนนน AirPods 3 ลดราคา 🔥
ราคาดีมากกก ร้านมั่งคงเลย ของแท้แน่นอน

จากราคาปกติ 6,790 บาท
ใช้โค้ด Shopee Mall ลด เหลือ…""",ReTweet,"""Twitter for iPad""",21,0,"EXO , EXO-L",Thai,"""229354732""","◡̈ คูมหมีกวิ้น 🪥✨🍅 ꪔ̤̮ ✿ 🎄",masijakimkai,"""จงอินอา ทำไมถึงได้น่ารักจังนะ |""",Non-Verified,https://twitter.com/masijakimkai,500,303,"22-Dec-2010 05:43:22"
"""1493506576333873153""",https://twitter.com/StobnaBroige/status/1493506576333873153,"15-Feb-2022 08:44:50","""@BBCRadioScot It’s UKaye Adams personal views and sporting interests shoved front and centre. Again.
What a surprise. Recommend use of the #aff button. 
Oddly, the London based @lbc is far better for news and discussion than the Glasgow based BBC in Scotland. Give it a go. https://t.co/VBxA4sg1Ai""",Reply,"""Twitter for iPhone""",0,2,"Scotland ",English,"""28531502""","It’s your Scotland. Own it. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 🇪🇺",StobnaBroige,"""An' aw o' these views ur ma ain....""",Non-Verified,https://twitter.com/StobnaBroige,1964,1723,"03-Apr-2009 09:15:59"
"""1493504747898535936""",https://twitter.com/NST_Online/status/1493504747898535936,"15-Feb-2022 08:37:34","""#NSTsports #Malaysia won their Asean Football Federation (#AFF) Under-23 opening match in Phnom Penh, #Cambodia, today, without kicking a ball after opponents #Myanmar withdrew. 

https://t.co/vO8z28JQyn""",Tweet,"""Twitter Web App""",0,1,Malaysia,English,"""55186601""","New Straits Times",NST_Online,"""News, views and up-to-date reports from Malaysia's premier news source. All that and more at https://t.co/LnfynacdW7""",Verified,https://twitter.com/NST_Online,778153,434,"09-Jul-2009 09:04:01"
"""1493501500060237824""",https://twitter.com/azrn88/status/1493501500060237824,"15-Feb-2022 08:24:40","""RT @AFFPresse: AFF U23 Championship 2022 - 14-26 February 2022 - Official Fixtures 

#AFF
#AFFU23 https://t.co/hbOET9wBDT""",ReTweet,"""Twitter Web App""",8,0,Malaysia,English,"""48583873""","En. Mohd",azrn88,"""Steady""",Non-Verified,https://twitter.com/azrn88,21,341,"19-Jun-2009 02:41:02"
"""1493499570826928130""",https://twitter.com/Mummyconquerin1/status/1493499570826928130,"15-Feb-2022 08:17:00","""#AFF - I use CanvaPro daily for my blog.

Creating everything from social media images, my products for my upcoming shop &amp; all the freebies I release. 

It's an amazing platform.

Sign up here - https://t.co/RkKVU9d7ih 

#MHBloggerRT #BBlogRT #cosybloggersclub #WorldBloggersRT""",Tweet,"""TweetDeck""",0,0,"United Kingdom",English,"""1411810704164798469""","MummyConqueringAnxiety | Blogger",Mummyconquerin1,"""Content creator, blogger, PR friendly, mental health advocate, anxiety-prone, mummy & wife ❤️
Contact: mummyconqueringanxiety@gmail.com""",Non-Verified,https://twitter.com/Mummyconquerin1,2355,4560,"04-Jul-2021 22:15:14"
"""1493498074932682758""",https://twitter.com/NeeshaRees/status/1493498074932682758,"15-Feb-2022 08:11:03","""RT @Thriftplanenjoy: #AFF - This amazing eBook from @NeeshaRees has literally changed my approach to affiliate marketing. Check it out if y…""",ReTweet,"""Twitter for Android""",2,0,,English,"""581947474""","Reinventing Neesha",NeeshaRees,"""Money Blogger who loves Affiliate Marketing.
       Winner of Best Money Making Blog 2021 🏆

Learn how to start a profitable blog today ⬇️💸""",Non-Verified,https://twitter.com/NeeshaRees,7969,738,"16-May-2012 15:56:20"
"""1493496398008000516""",https://twitter.com/creatorzRT/status/1493496398008000516,"15-Feb-2022 08:04:23","""RT @Mummyconquerin1: #AFF - Check out these amazing products to help #bloggers on their journey. 

Great resources from a trusted member of…""",ReTweet,"""BBtweeterz""",2,0,"England, United Kingdom",English,"""1234574497551978496""","Kinder To",creatorzRT,"""🌍Kinder to earth & all living things
      
🌿FOLLOW & TAG US for RETWEETS!""",Non-Verified,https://twitter.com/creatorzRT,3399,10,"02-Mar-2020 20:21:21"
"""1493496166054789120""",https://twitter.com/izzmatias/status/1493496166054789120,"15-Feb-2022 08:03:28","""RT @Mummyconquerin1: #AFF - Check out these amazing products to help #bloggers on their journey. 

Great resources from a trusted member of…""",ReTweet,"""Twitter Web App""",2,0,"Southeast Asia",English,"""287087682""","✨ Izzy Matias ✨",izzmatias,"""Author of The Hush Society Presents | Blogger 🌟 a fangirl approach to life    💻 build your dream blog by sharing your bliss | Contact: hi@izzymatias.com""",Non-Verified,https://twitter.com/izzmatias,1272,559,"24-Apr-2011 08:53:27"
"""1493496048056037378""",https://twitter.com/Mummyconquerin1/status/1493496048056037378,"15-Feb-2022 08:03:00","""#AFF - Check out these amazing products to help #bloggers on their journey. 

Great resources from a trusted member of the blogging community @izzmatias 

https://t.co/rdO4IRN6BC

@creatorzRT  #MHBloggerRT #BBlogRT #cosybloggersclub #WorldBloggersRT #TheBlogNetwork""",Tweet,"""TweetDeck""",2,2,"United Kingdom",English,"""1411810704164798469""","MummyConqueringAnxiety | Blogger",Mummyconquerin1,"""Content creator, blogger, PR friendly, mental health advocate, anxiety-prone, mummy & wife ❤️
Contact: mummyconqueringanxiety@gmail.com""",Non-Verified,https://twitter.com/Mummyconquerin1,2355,4560,"04-Jul-2021 22:15:14"
"""1493494034366484483""",https://twitter.com/Mummyconquerin1/status/1493494034366484483,"15-Feb-2022 07:55:00","""#AFF - Looking to up your game on Pinterest, without the hassle of designing pins? Look no further than these amazing templates by @lmumbingmejia 

https://t.co/JNoL6CVa42

@creatorzRT  #MHBloggerRT #BBlogRT #cosybloggersclub #WorldBloggersRT #TheBlogNetwork""",Tweet,"""TweetDeck""",1,0,"United Kingdom",English,"""1411810704164798469""","MummyConqueringAnxiety | Blogger",Mummyconquerin1,"""Content creator, blogger, PR friendly, mental health advocate, anxiety-prone, mummy & wife ❤️
Contact: mummyconqueringanxiety@gmail.com""",Non-Verified,https://twitter.com/Mummyconquerin1,2355,4560,"04-Jul-2021 22:15:14"
"""1493493782901231617""",https://twitter.com/Thriftplanenjoy/status/1493493782901231617,"15-Feb-2022 07:54:00","""#AFF - This amazing eBook from @NeeshaRees has literally changed my approach to affiliate marketing. Check it out if you're looking to monetize your blog -  

https://t.co/sCTVY0SbQg
@creatorzRT  #MHBloggerRT #BBlogRT #cosybloggersclub #WorldBloggersRT #TheBlogNetwork""",Tweet,"""TweetDeck""",2,1,,English,"""1458034777504849922""","Thrift Plan Enjoy | Blogger",Thriftplanenjoy,"""Content creator, blogger, PR friendly, thrifty shopper, saving queen, determined to create more family time & work less :) thriftplanenjoy@gmail.com""",Non-Verified,https://twitter.com/Thriftplanenjoy,59,167,"09-Nov-2021 11:32:59"
